order_line_id,order_id,customer_id,product_id,quantity,unit_price,currency,status,created_at
L-0012790,O-009578,C-01956,P-0060,1,61.69,USD,completed,02/02/2025 18:30
L-0031330,O-023396,C-03963,P-0537,2,264.92,EUR,COMPLETED,2026-03-16 20:59:07
L-0027879,O-020823,C-00900,P-0058,1,286.53,USD,CANCELLED,01/29/2025 04:17
L-0019219,O-014381,C-02071,P-0181,1,445.94,USD,COMPLETED,2025-08-05 04:44:59
L-0001837,O-001374,C-00023,P-0255,1,122.15,eur,CANCELLED,03/10/2026 20:53
L-0007034,O-005280,C-04058,P-0128,5,76.54,Usd,COMPLETED,06/10/2025 20:31
L-0024940,O-018643,C-01960,P-0426,1,401.73,usd,completed,2025-07-09 14:55:06
L-0028873,O-021559,C-04234,P-0351,2,310.00,EUR,Completed,2025-12-17 01:48:33
L-0008050,O-006029,C-04505,P-0371,1,382.45,USD,COMPLETED,2026-08-06 11:31:47
L-0007091,O-005326,C-03531,P-0560,3,249.18,USD,COMPLETED,2025-02-14 10:24:19
L-0025345,O-018938,C-01585,P-0462,3,76.84,Usd,Completed,2026-05-09
L-0019536,O-014619,C-00996,P-0331,1,368.77,Gbp,COMPLETED,2025-11-19 05:48:30
L-0006879,O-005172,C-03391,P-0118,2,361.13,USD,completed,2025-03-08 22:17:04
L-0009075,O-006796,C-02914,P-0194,2,416.40,usd,completed,2025-08-05 03:19:46
L-0005981,O-004482,C-03980,P-0351,2,310.00,USD,COMPLETED,2026-05-17
L-0022377,O-016714,C-02260,P-0241,2,415.57,usd,Completed,2026-04-14 11:38:38
L-0027117,O-020272,C-01205,P-0422,1,22.80,usd,COMPLETED,2025-12-18 04:25:35
L-0012694,O-009509,C-03639,P-0478,1,307.44,usd,COMPLETED,2025-04-22 01:18:02
L-0010682,O-007999,C-01514,P-0284,2,128.45,USD,completed,2026-04-06 17:04:19
L-0013670,O-010229,C-01420,P-0530,5,158.93,usd,CANCELLED,2025-03-19 05:00:09
L-0023044,O-017220,C-03625,P-0588,2,172.73,usd,COMPLETED,2025-10-30 15:12:18
L-0017381,O-013006,C-03289,P-0445,2,139.03,usd,COMPLETED,2025-04-23
L-0000496,O-000366,C-01081,P-0351,2,310.00,Usd,COMPLETED,2026-07-16 20:57:53
L-0013916,O-010414,C-02509,P-0226,1,462.78,Usd,completed,09/05/2026 16:48
L-0024846,O-018576,C-01299,P-0287,2,31.04,usd,COMPLETED,10/06/2025 21:50
L-0007162,O-005376,C-01548,P-0207,1,70.25,usd,completed,2025-06-26 08:12:40
L-0008837,O-006617,C-02290,P-0016,2,117.48,eur,CANCELLED,2025-05-05 20:36:21
L-0026690,O-019949,C-04722,P-0409,2,57.68,Usd,Completed,2025-02-26 04:45:00
L-0025779,O-019266,C-01407,P-0498,2,314.88,usd,completed,2025-03-15
L-0023196,O-017332,C-01205,P-0600,1,312.08,Usd,CANCELLED,10/01/2025 17:32
L-0024413,O-018248,C-02920,P-0301,3,390.60,USD,COMPLETED,2026-01-03
L-0004326,O-003235,C-01961,P-0327,2,403.17,Usd,COMPLETED,2025-03-28 13:13:53
L-0020477,O-015329,C-01822,P-0460,1,320.02,eur,Completed,2025-06-06 16:22:59
L-0030902,O-023082,C-01496,P-0547,1,199.32,GBP,completed,2026-03-24 18:30:23
L-0023499,O-017568,C-03032,P-0102,2,351.36,USD,COMPLETED,2026-04-01
L-0012316,O-009229,C-04628,P-0395,1,11.09,usd,COMPLETED,2025-12-03 07:57:56
L-0031265,O-023346,C-04204,P-0324,1,270.04,usd,COMPLETED,2025-03-28 13:17:58
L-0010072,O-007535,C-02308,P-0049,5,342.84,USD,completed,2025-05-21 13:39:21
L-0007876,O-005904,C-00356,P-0232,5,212.46,USD,Completed,07/31/2026 11:40
L-0030123,O-022494,C-00096,P-0040,2,336.56,USD,CANCELLED,2025-05-09
L-0011742,O-008795,C-02125,P-0558,3,247.65,USD,COMPLETED,2026-09-21 03:05:08
L-0026621,O-019899,C-02244,P-0007,2,381.76,eur,completed,04/04/2025 19:14
L-0021936,O-016392,C-04009,P-0432,1,387.19,Usd,cancelled,2025-04-29 13:18:42
L-0013825,O-010344,C-03408,P-0025,4,390.30,Usd,completed,2026-04-14 06:06:34
L-0004123,O-003079,C-00333,P-0286,-2,211.05,usd,completed,2026-07-16 15:09:40
L-0018252,O-013663,C-04996,P-0265,3,460.88,USD,Completed,2025-03-30 19:30:35
L-0012936,O-009681,C-01754,P-0491,1,380.92,USD,COMPLETED,2025-03-14 14:14:02
L-0011553,O-008647,C-02282,P-0131,1,89.44,USD,COMPLETED,2026-05-05 16:15:04
L-0029999,O-022402,C-02682,P-0161,1,58.33,USD,COMPLETED,2025-04-13 22:44:06
L-0012640,O-009467,C-01981,P-0538,1,86.06,usd,COMPLETED,2026-01-11
L-0031813,O-023761,C-02746,P-0528,1,497.75,USD,completed,2025-12-06 03:54:21
L-0011383,O-008525,C-04458,P-0479,1,319.14,usd,COMPLETED,2026-03-10 11:45:34
L-0013739,O-010280,C-02103,P-0366,5,212.21,USD,COMPLETED,2025-08-17
L-0000543,O-000395,C-03093,P-0374,1,160.65,Usd,COMPLETED,2026-06-26 06:53:52
L-0018381,O-013755,C-03741,P-0130,1,295.88,USD,COMPLETED,2026-05-18 14:38:03
L-0010092,O-007553,C-03805,P-0413,2,49.77,USD,Completed,2025-12-01 08:43:11
L-0003575,O-002684,C-03156,P-0360,5,301.80,Usd,COMPLETED,2026-05-07 08:17:47
L-0014609,O-010947,C-04821,P-0330,1,147.64,EUR,COMPLETED,2026-07-18 22:35:15
L-0009382,O-007024,C-01052,P-0398,1,151.20,gbp,completed,2026-04-24 05:58:58
L-0001022,O-000747,C-03835,P-0329,2,318.29,USD,COMPLETED,2026-07-29 18:06:14
L-0009407,O-007040,C-03120,P-0279,2,438.13,usd,PENDING,2025-07-08 03:37:14
L-0024807,O-018545,C-02438,P-0447,1,490.20,USD,COMPLETED,2026-02-27 08:56:40
L-0026828,O-020052,C-04514,P-0222,1,246.85,usd,completed,2025-04-18 06:29:50
L-0007707,O-005779,C-00401,P-0465,1,291.12,Usd,Refunded,08/13/2025 00:43
L-0012796,O-009583,C-02463,P-0569,1,186.47,USD,Refunded,2026-09-10 16:36:00
L-0010423,O-007797,C-01285,P-0187,2,189.96,USD,completed,04/01/2026 11:00
L-0010275,O-007695,C-03255,P-0579,1,425.89,usd,COMPLETED,2025-01-26 09:18:40
L-0018751,O-014038,C-04698,P-0288,1,189.94,gbp,COMPLETED,2026-05-25
L-0023650,O-017677,C-01771,P-0212,1,292.65,usd,Completed,09/06/2025 02:08
L-0009995,O-007479,C-03958,P-0104,3,484.74,usd,COMPLETED,2025-06-02 15:30:03
L-0027081,O-020245,C-02468,P-0458,3,231.99,USD,COMPLETED,2025-12-12 22:11:47
L-0014256,O-010680,C-04109,P-0431,1,464.26,Usd,COMPLETED,12/10/2025 08:17
L-0009903,O-007406,C-03268,P-0077,1,150.33,USD,completed,2025-03-24 07:06:50
L-0019661,O-014721,C-01406,P-0542,2,280.20,USD,Completed,2026-08-19 20:03:57
L-0010552,O-007898,C-02724,P-0072,1,207.22,Usd,COMPLETED,2025-05-05 12:09:10
L-0002198,O-001643,C-04240,P-0481,3,207.35,usd,Completed,2025-07-21 18:13:36
L-0017662,O-013218,C-02317,P-0415,1,19.35,eur,COMPLETED,2025-11-19 06:58:25
L-0002368,O-001773,C-03846,P-0542,1,280.20,Usd,COMPLETED,2025-12-30 16:31:12
L-0006049,O-004532,C-04967,P-0063,1,284.79,usd,CANCELLED,2025-03-25 20:13:18
L-0004147,O-003099,C-03784,P-0056,1,391.46,Eur,COMPLETED,2025-08-14 18:25:02
L-0014076,O-010537,C-01953,P-0108,5,139.76,USD,COMPLETED,2026-02-15 21:27:00
L-0000454,O-000334,C-04936,P-0454,3,90.70,usd,Completed,2025-01-25 04:50:47
L-0012528,O-009385,C-03267,P-0386,1,493.38,USD,Completed,2025-05-26 12:03:07
L-0007272,O-005457,C-04258,P-0294,2,54.06,usd,COMPLETED,2025-05-27 04:33:50
L-0026024,O-019452,C-03828,P-0183,1,261.83,USD,completed,2026-02-21 16:51:03
L-0024274,O-018140,C-00903,P-0022,4,180.49,EUR,completed,03/22/2025 04:04
L-0029958,O-022370,C-04705,P-0594,1,301.25,usd,completed,2025-02-01 11:43:02
L-0003301,O-002482,C-03267,P-0106,1,359.86,usd,COMPLETED,07/02/2026 06:53
L-0031904,O-023830,C-03383,P-0222,1,246.85,USD,COMPLETED,2025-09-04 07:02:12
L-0025626,O-019150,C-01856,P-0020,3,317.67,USD,COMPLETED,2025-05-06
L-0028250,O-021093,C-02795,P-0471,2,205.00,USD,completed,2025-12-28 16:56:25
L-0026105,O-019510,C-02164,P-0072,1,207.22,USD,Completed,2026-05-28 10:06:56
L-0014448,O-010823,C-03217,P-0124,2,210.82,EUR,completed,02/19/2025 12:03
L-0010160,O-007606,C-00623,P-0527,1,479.42,USD,completed,2025-07-16 17:10:46
L-0006945,O-005215,C-02638,P-0129,1,56.18,Usd,completed,2026-03-10 00:01:48
L-0028920,O-021593,C-02044,P-0409,1,57.68,usd,cancelled,2025-02-27 19:53:05
L-0029331,O-021897,C-02991,P-0054,4,334.10,usd,COMPLETED,2025-06-22 19:23:58
L-0019479,O-014573,C-01748,P-0407,1,145.53,USD,COMPLETED,2026-05-28 12:43:29
L-0016658,O-012476,C-04494,P-0491,2,352.49,Usd,completed,2025-12-31 21:52:12
L-0003633,O-002727,C-03257,P-0370,1,449.69,Eur,COMPLETED,09/16/2026 08:31
L-0021166,O-015838,C-03773,P-0386,1,493.38,USD,COMPLETED,2026-08-25 00:12:37
L-0015948,O-011939,C-00178,P-0092,3,349.68,USD,COMPLETED,2025-02-24
L-0011103,O-008316,C-04878,P-0526,1,185.64,USD,COMPLETED,2025-06-28 10:51:59
L-0008702,O-006514,C-01265,P-0491,1,380.92,Usd,completed,2025/13/45 25:99:99
L-0011914,O-008918,C-02644,P-0317,3,192.83,Usd,Completed,2025-04-16 06:22:53
L-0022859,O-017080,C-02894,P-0447,5,490.20,usd,COMPLETED,2025-02-14 17:01:38
L-0017257,O-012915,C-04997,P-0422,5,22.80,usd,COMPLETED,2025-09-20 07:39:29
L-0008853,O-006629,C-02707,P-0545,1,75.09,usd,COMPLETED,12/26/2025 01:08
L-0007107,O-005339,C-04088,P-0102,2,351.36,gbp,Completed,2025/13/45 25:99:99
L-0024610,O-018398,C-02683,P-0236,1,403.16,USD,completed,2025-05-02 00:05:36
L-0013235,O-009900,C-00427,P-0144,2,288.01,USD,Completed,2025-05-19
L-0028262,O-021103,C-01984,P-0123,3,46.80,usd,completed,2025-02-05 03:18:38
L-0023528,O-017590,C-00212,P-0005,2,51.62,usd,COMPLETED,2025-03-21 02:15:24
L-0012562,O-009410,C-00053,P-0262,-2,413.21,USD,completed,2025-01-31 09:37:07
L-0006986,O-005247,C-04479,P-0406,1,440.20,USD,completed,06/14/2026 18:28
L-0028336,O-021159,C-03989,P-0194,2,416.40,USD,COMPLETED,09/17/2025 19:13
L-0011381,O-008524,C-04274,P-0334,5,431.06,USD,REFUNDED,2025-05-16 13:42:03
L-0007148,O-005366,C-03164,P-0222,1,246.85,USD,COMPLETED,2025-02-27 22:38:37
L-0004472,O-003349,C-01521,P-0259,1,37.95,usd,COMPLETED,2025-07-01 09:13:32
L-0023818,O-017804,C-00554,P-0488,3,116.67,usd,COMPLETED,2026-06-17 09:17:00
L-0019758,O-014798,C-02976,P-0377,2,468.38,usd,Refunded,2026-04-08 14:45:26
L-0022363,O-016702,C-00426,P-0283,3,122.19,USD,COMPLETED,2026-04-07
L-0007447,O-005584,C-02558,P-0554,1,454.02,Eur,COMPLETED,2025-04-05
L-0012451,O-009334,C-01869,P-0557,1,163.62,USD,cancelled,2026-03-11 02:01:08
L-0006270,O-004710,C-01085,P-0009,2,68.42,usd,Completed,2026-02-06 15:43:14
L-0014544,O-010898,C-02993,P-0548,1,44.62,usd,completed,
L-0000432,O-000319,C-01303,P-0498,1,314.88,USD,COMPLETED,2025-12-19 03:44:11
L-0010907,O-008171,C-00810,P-0205,2,11.90,USD,COMPLETED,08/29/2026 05:37
L-0001499,O-001115,C-02691,P-0116,1,429.02,Usd,COMPLETED,07/30/2025 16:24
L-0026849,O-020068,C-04466,P-0457,3,490.11,Usd,completed,2026-09-04 13:03:07
L-0009269,O-006940,C-04390,P-0384,1,242.29,USD,COMPLETED,2025-07-24 16:51:29
L-0030183,O-022539,C-02198,P-0600,5,312.08,Usd,Completed,2026-09-11 13:46:23
L-0018609,O-013927,C-01112,P-0293,1,462.80,USD,COMPLETED,2026-05-23 06:51:59
L-0012417,O-009309,C-01629,P-0179,2,446.38,USD,COMPLETED,2025-10-22 09:44:19
L-0000688,O-000500,C-04697,P-0313,1,120.12,USD,COMPLETED,2025-02-12 03:26:24
L-0015800,O-011838,C-01333,P-0273,1,31.42,usd,COMPLETED,12/15/2025 08:33
L-0000419,O-000308,C-01455,P-0112,5,105.17,Usd,completed,2026-07-09 07:48:27
L-0024686,O-018460,C-03838,P-0017,3,279.52,Usd,COMPLETED,2026-05-18 23:25:03
L-0013539,O-010128,C-04035,P-0111,1,230.61,Usd,Completed,2025-01-23 03:42:39
L-0021173,O-015845,C-01699,P-0490,1,285.06,Usd,COMPLETED,2025-06-01
L-0013117,O-009816,C-04812,P-0143,3,469.22,usd,COMPLETED,07/10/2025 23:02
L-0013401,O-010022,C-01063,P-0202,3,486.05,Usd,COMPLETED,2025-04-08 11:25:07
L-0004093,O-003055,C-00825,P-0574,1,385.47,USD,COMPLETED,04/27/2025 17:46
L-0013386,O-010013,C-01913,P-0354,2,288.35,USD,COMPLETED,2026-07-25 22:37:13
L-0003716,O-002784,C-03048,P-0423,3,7.69,USD,COMPLETED,06/11/2025 01:11
L-0013684,O-010239,C-00429,P-0232,2,212.46,USD,COMPLETED,12/20/2025 13:22
L-0024450,O-018276,C-04229,P-0102,1,351.36,USD,COMPLETED,05/19/2025 23:55
L-0012036,O-009013,C-04921,P-0553,5,94.56,Usd,COMPLETED,2025-02-21 14:49:15
L-0002744,O-002055,C-00355,P-0424,2,30.57,USD,Completed,05/22/2025 04:16
L-0018947,O-014178,C-03314,P-0375,3,83.02,USD,COMPLETED,2025-05-16 17:27:36
L-0021820,O-016309,C-04716,P-0056,1,391.46,Usd,completed,2026-02-26
L-0006696,O-005035,C-00435,P-0347,2,473.28,USD,COMPLETED,2026-02-06 20:29:03
L-0015031,O-011256,C-00061,P-0431,2,464.26,usd,completed,2025-07-05 23:00:28
L-0023437,O-017519,C-03785,P-0299,2,390.84,gbp,Completed,06/25/2026 13:39
L-0026107,O-019512,C-03280,P-0356,1,263.70,USD,cancelled,2025-11-27 07:58:43
L-0028570,O-021335,C-01231,P-0532,2,354.18,Usd,Completed,11/02/2025 09:44
L-0024892,O-018612,C-04934,P-0309,2,136.90,USD,Completed,2026-06-26 13:53:34
L-0003630,O-002724,C-01594,P-0235,1,466.85,USD,COMPLETED,2025-09-28 00:59:14
L-0028076,O-020965,C-00604,P-0138,2,243.74,USD,COMPLETED,2025-12-29 14:24:53
L-0003845,O-002883,C-03308,P-0555,1,27.10,USD,Completed,2025-10-13 20:12:12
L-0024970,O-018669,C-00967,P-0562,1,125.62,USD,cancelled,2025-06-27 00:23:27
L-0028512,O-021294,C-00162,P-0009,1,68.42,usd,COMPLETED,2026-06-21
L-0030426,O-022727,C-00812,P-0245,1,304.98,usd,cancelled,2026-03-18 12:15:23
L-0012933,O-009679,C-02652,P-0163,2,118.96,Usd,pending,2025-09-29 12:04:09
L-0019942,O-014936,C-04561,P-0386,1,493.38,EUR,completed,2025-05-22 23:57:11
L-0027973,O-020888,C-01846,P-0012,1,463.75,USD,COMPLETED,04/25/2026 17:50
L-0009600,O-007183,C-04502,P-0294,1,54.06,GBP,COMPLETED,2026-09-17 09:45:08
L-0022577,O-016865,C-00448,P-0036,1,98.79,USD,CANCELLED,2025-09-10 12:51:04
L-0010549,O-007896,C-03548,P-0514,1,143.90,usd,COMPLETED,2026-04-18 16:53:13
L-0014352,O-010751,C-04318,P-0580,1,173.59,usd,COMPLETED,2026-05-25 13:10:42
L-0028447,O-021244,C-03899,P-0597,1,353.00,USD,COMPLETED,2025-05-12 16:11:58
L-0027453,O-020512,C-00821,P-0224,2,478.03,Usd,completed,2025-10-11 09:33:27
L-0013030,O-009753,C-00204,P-0358,1,400.63,USD,COMPLETED,04/25/2026 12:38
L-0003802,O-002848,C-00811,P-0588,1,172.73,USD,Completed,01/27/2025 13:41
L-0017444,O-013048,C-04648,P-0392,2,62.58,USD,Completed,2025-10-16
L-0017010,O-012733,C-02123,P-0597,4,353.00,USD,Completed,2026-04-24 13:56:34
L-0022717,O-016972,C-03390,P-0317,1,192.83,USD,completed,07/06/2025 13:25
L-0016213,O-012150,C-00613,P-0485,1,22.85,USD,COMPLETED,2025-02-21 01:00:25
L-0006662,O-005010,C-02964,P-0331,1,368.77,EUR,Completed,2025-10-08 09:40:23
L-0002182,O-001631,C-04999,P-0490,2,285.06,USD,COMPLETED,2026-01-16
L-0018683,O-013983,C-03162,P-0124,5,210.82,Usd,Completed,07/16/2026 06:56
L-0012869,O-009632,C-04042,P-0505,5,262.54,usd,COMPLETED,2025-10-17 19:46:36
L-0026292,O-019657,C-02254,P-0539,2,88.05,gbp,CANCELLED,2025-10-05
L-0002094,O-001564,C-00391,P-0019,2,414.68,usd,COMPLETED,2026-07-19 14:59:23
L-0016846,O-012615,C-04606,P-0461,1,288.34,usd,COMPLETED,2026-01-02 23:29:12
L-0018021,O-013494,C-00541,P-0553,2,94.56,Usd,CANCELLED,07/19/2025 20:32
L-0031632,O-023617,C-03977,P-0290,3,55.33,usd,Completed,2026-05-04 22:20:54
L-0000009,O-000008,C-02715,P-0115,1,92.50,usd,COMPLETED,2026-06-26 03:44:00
L-0016131,O-012091,C-02095,P-0005,2,51.62,eur,completed,2026-07-19 19:22:19
L-0031003,O-023154,C-01977,P-0279,1,438.13,USD,COMPLETED,2026-06-05 04:45:34
L-0019081,O-014274,C-02802,P-0522,1,189.27,EUR,COMPLETED,2025-07-13 05:26:07
L-0010065,O-007529,C-03878,P-0414,1,449.03,EUR,Completed,2026-07-27 00:04:56
L-0019714,O-014763,C-03735,P-0130,1,295.88,USD,COMPLETED,10/05/2025 20:26
L-0022146,O-016544,C-02297,P-0050,1,74.18,Usd,Completed,2025-11-11
L-0029828,O-022278,C-04457,P-0379,2,194.74,usd,completed,2025-03-04 04:58:21
L-0013648,O-010213,C-00636,P-0470,1,256.63,USD,COMPLETED,2025-10-17 01:18:01
L-0029955,O-022368,C-04003,P-0440,2,316.86,USD,COMPLETED,2025-06-12 16:51:11
L-0019848,O-014869,C-01167,P-0439,1,373.87,USD,completed,2025-04-20 20:31:17
L-0020316,O-015217,C-01152,P-0168,2,405.08,USD,Completed,05/29/2025 19:21
L-0017345,O-012980,C-04344,P-0097,1,184.10,USD,completed,2026-02-14 07:47:58
L-0003986,O-002978,C-03552,P-0257,1,409.20,USD,COMPLETED,2026-09-13 08:59:24
L-0030061,O-022451,C-03073,P-0195,5,80.88,USD,COMPLETED,2026-06-24
L-0003608,O-002709,C-03592,P-0382,1,468.39,USD,COMPLETED,2025-11-19 06:52:06
L-0006124,O-004594,C-03724,P-0277,1,162.41,Usd,COMPLETED,2025-06-04 07:42:21
L-0020221,O-015142,C-03990,P-0474,1,71.38,Usd,COMPLETED,2026-03-24 09:57:30
L-0017204,O-012873,C-01712,P-0319,1,151.95,usd,Completed,2026-01-11 04:27:00
L-0022654,O-016928,C-00849,P-0392,3,65.35,Usd,COMPLETED,2025-05-26 05:59:53
L-0005280,O-003956,C-03300,P-0303,1,270.35,USD,completed,05/26/2025 01:09
L-0024862,O-018589,C-03229,P-0041,5,221.39,usd,COMPLETED,2026-08-15 15:54:48
L-0025659,O-019176,C-00394,P-0314,1,186.92,USD,COMPLETED,08/01/2025 07:48
L-0020351,O-015239,C-04770,P-0544,2,495.21,USD,completed,not-a-date
L-0027576,O-020600,C-04390,P-0536,1,108.48,USD,COMPLETED,2025-07-03 21:34:50
L-0020033,O-015000,C-01323,P-0552,2,79.58,Usd,completed,2025-09-27 06:01:30
L-0012379,O-009279,C-00421,P-0201,1,389.82,USD,Completed,2025-03-27 19:39:09
L-0019301,O-014443,C-02513,P-0013,2,323.71,Usd,COMPLETED,09/03/2025 07:00
L-0023505,O-017573,C-03796,P-0167,2,415.75,Gbp,Completed,2026-01-15 19:30:55
L-0030915,O-023094,C-04094,P-0265,1,460.88,USD,completed,2026-05-27
L-0030895,O-023077,C-02387,P-0562,1,125.62,EUR,COMPLETED,2025-12-17 04:44:55
L-0008275,O-006199,C-02671,P-0551,1,237.32,USD,COMPLETED,2025-03-26 17:08:17
L-0026284,O-019650,C-04434,P-0100,3,481.14,USD,COMPLETED,07/10/2025 09:26
L-0011572,O-008663,C-00294,P-0574,4,385.47,EUR,Completed,2025-12-07 23:19:03
L-0023466,O-017541,C-03416,P-0283,1,122.19,Usd,COMPLETED,2026-05-29 20:23:53
L-0022395,O-016726,C-02155,P-0530,2,158.93,GBP,COMPLETED,01/10/2026 11:21
L-0022743,O-016989,C-03892,P-0211,2,348.66,usd,COMPLETED,2026-05-22 11:08:44
L-0008119,O-006080,C-02591,P-0250,2,215.81,USD,COMPLETED,2026-09-03 02:55:54
L-0008506,O-006365,C-03460,P-0331,1,368.77,eur,completed,2025-09-05 16:28:39
L-0002828,O-002117,C-03511,P-0243,2,120.16,Usd,COMPLETED,2026-03-07 09:25:35
L-0010758,O-008057,C-01635,P-0397,-1,413.57,usd,completed,12/26/2025 02:56
L-0021803,O-016297,C-04992,P-0281,1,26.52,usd,COMPLETED,2025-08-23 07:59:20
L-0019843,O-014865,C-03825,P-0096,2,316.99,USD,refunded,2025-09-07 19:46:41
L-0028605,O-021364,C-02506,P-0561,2,46.64,USD,COMPLETED,2025-02-09 22:10:45
L-0024659,O-018436,C-03972,P-0464,2,154.16,USD,REFUNDED,2025-07-27 03:12:12
L-0005435,O-004079,C-02312,P-0425,1,304.93,usd,completed,2025-05-01 03:59:44
L-0029928,O-022348,C-00723,P-0429,1,33.33,USD,Cancelled,2026-09-14 10:24:10
L-0010272,O-007693,C-01542,P-0170,2,476.69,usd,Completed,not-a-date
L-0018062,O-013525,C-03172,P-0326,1,328.03,Usd,COMPLETED,2025-01-26 09:33:26
L-0017616,O-013184,C-00587,P-0006,1,487.93,Usd,COMPLETED,2025-03-02 19:00:53
L-0004468,O-003347,C-00636,P-0583,2,56.96,EUR,COMPLETED,2025-12-06 13:16:15
L-0005593,O-004192,C-02641,P-0211,1,348.66,GBP,COMPLETED,2026-02-11 07:05:13
L-0022042,O-016464,C-03639,P-0361,1,465.96,USD,CANCELLED,2025-09-13 05:40:22
L-0005733,O-004291,C-04890,P-0383,1,391.25,usd,COMPLETED,2026-07-29 09:53:44
L-0019476,O-014571,C-01267,P-0150,1,15.70,Usd,completed,04/28/2026 02:16
L-0009328,O-006983,C-00809,P-0484,1,161.94,USD,COMPLETED,01/28/2026 12:11
L-0016662,O-012479,C-04271,P-0573,1,243.87,Eur,Completed,2025-09-25 04:27:28
L-0029022,O-021668,C-00550,P-0527,1,479.42,USD,COMPLETED,2025-12-05 08:39:46
L-0015395,O-011524,C-03551,P-0282,2,94.84,USD,COMPLETED,2025-08-25 17:49:42
L-0020440,O-015305,C-01639,P-0138,3,243.74,Usd,Completed,2025-07-13 22:17:26
L-0002304,O-001728,C-03207,P-0153,1,74.42,Usd,COMPLETED,2025-06-02 14:08:05
L-0019293,O-014437,C-01912,P-0476,2,155.83,Usd,cancelled,2025-09-05 16:22:06
L-0020562,O-015394,C-01376,P-0069,3,20.25,USD,COMPLETED,2025-11-06 23:23:26
L-0026877,O-020091,C-03588,P-0291,1,417.56,USD,Completed,05/17/2025 13:46
L-0005180,O-003876,C-00782,P-0287,1,31.04,Usd,COMPLETED,2025-04-20 17:38:33
L-0016424,O-012304,C-04966,P-0588,1,172.73,eur,COMPLETED,2026-03-19
L-0029343,O-021907,C-04794,P-0308,4,321.58,Usd,COMPLETED,2026-01-24 19:04:05
L-0025228,O-018855,C-04974,P-0468,2,470.59,USD,completed,2026-07-29 19:55:18
L-0019061,O-014260,C-03482,P-0228,2,279.82,eur,COMPLETED,08/01/2025 21:54
L-0028478,O-021268,C-00623,P-0527,1,479.42,GBP,COMPLETED,02/16/2026 19:11
L-0023590,O-017632,C-01089,P-0447,2,490.20,usd,Pending,2025-08-16 12:00:39
L-0019371,O-014499,C-00255,P-0316,1,167.11,eur,COMPLETED,2025-08-13 04:39:17
L-0031401,O-023445,C-01365,P-0072,1,207.22,Gbp,completed,2026-04-20 06:23:58
L-0018649,O-013957,C-00711,P-0463,2,473.28,USD,COMPLETED,2026-01-14 07:28:08
L-0019960,O-014949,C-04290,P-0146,3,137.15,usd,Completed,2026-09-07 14:00:50
L-0009049,O-006777,C-04440,P-0400,1,223.95,USD,completed,2026-02-15 04:53:29
L-0030211,O-022561,C-00584,P-0464,2,154.16,USD,COMPLETED,2026-09-08 06:34:00
L-0023020,O-017201,C-04404,P-0229,2,318.82,USD,Completed,2026-06-04 03:57:17
L-0025832,O-019304,C-00610,P-0137,1,479.49,usd,COMPLETED,2025-06-13 16:25:12
L-0000922,O-000670,C-03172,P-0309,1,136.90,Usd,CANCELLED,2025-04-20 11:46:09
L-0026603,O-019888,C-01439,P-0208,2,340.44,USD,COMPLETED,2026-09-21 01:25:02
L-0003452,O-002593,C-02203,P-0207,2,70.25,USD,COMPLETED,2025-04-30
L-0025049,O-018726,C-04622,P-0311,3,241.55,Usd,CANCELLED,2026-09-04 06:01:53
L-0030029,O-022428,C-01664,P-0171,1,149.00,USD,Completed,2026-07-25 20:15:06
L-0013372,O-010002,C-01168,P-0427,1,123.08,EUR,completed,2025-10-16 03:11:19
L-0029853,O-022295,C-02477,P-0457,1,490.11,usd,COMPLETED,2026-08-25 15:21:44
L-0000759,O-000544,C-04937,P-0089,1,84.83,USD,completed,2025-05-25 12:32:21
L-0005751,O-004304,C-00379,P-0352,2,89.79,Usd,Completed,2025-12-31 16:43:49
L-0010051,O-007518,C-03550,P-0143,1,469.22,Usd,COMPLETED,02/03/2025 08:12
L-0017211,O-012878,C-04769,P-0404,1,59.74,USD,COMPLETED,03/30/2026 08:59
L-0013018,O-009745,C-01623,P-0491,2,352.49,usd,Completed,2025-05-05 00:25:47
L-0024365,O-018210,C-04423,P-0563,2,422.58,usd,PENDING,2026-06-11 14:14:23
L-0004219,O-003156,C-03492,P-0408,3,419.26,eur,Completed,2025-02-26
L-0025185,O-018823,C-04225,P-0489,1,288.37,Usd,CANCELLED,2025-06-27
L-0000566,O-000410,C-04747,P-0433,2,350.57,usd,completed,11/14/2025 08:05
L-0002022,O-001510,C-03246,P-0162,4,458.43,Usd,completed,2026-01-10 02:23:14
L-0018563,O-013896,C-03446,P-0524,1,302.42,USD,COMPLETED,03/06/2026 12:26
L-0014503,O-010869,C-02706,P-0306,2,234.09,GBP,completed,2025-07-30 17:01:07
L-0024318,O-018175,C-03753,P-0051,1,103.95,USD,COMPLETED,2025-12-15 21:43:00
L-0027606,O-020620,C-01538,P-0404,4,59.74,USD,COMPLETED,2026-08-26 10:41:16
L-0000924,O-000671,C-00181,P-0444,2,100.56,Usd,completed,2025-03-11 16:42:45
L-0031924,O-023841,C-04955,P-0461,2,288.34,usd,completed,2025-04-16 15:00:12
L-0028488,O-021275,C-03865,P-0110,1,451.79,USD,Completed,2026-09-20 01:04:07
L-0031286,O-023361,C-00886,P-0342,1,479.65,USD,COMPLETED,02/12/2025 23:06
